clinic,rating,review,evidence_quote,primary_label,secondary_labels,patient_stage,automation_tier,product_surface,root_cause,severity,commercial_relevance
Miss Claire Mellon & Associates,1,I would not go back - shallow approach .. fees that exceed any insurance premium for no reason .. silly chats To top up the second consultation is over the phone max on 2 min charged at the rate of £250 Give us a break,fees that exceed any insurance premium,financial_transparency,,billing,workflow_solvable,financial_consent_flow,no ownership,3,4
Miss Claire Mellon & Associates,2,"Appointments cancelled at short notice, poor appointment availability, particularly if you’re working full time, and curt staff. Would not recommend.",Appointments cancelled at short notice,appointment_management,inbound_access,booking,workflow_solvable,booking_ops_layer,no response SLA,3,3
Harley Street Gynaecology,1,"I’m extremely disappointed with the level of customer service I’ve received from 25 Harley Street Gynaecology Clinic. When you’re paying Harley Street prices, you expect a standard of service that reflects that – unfortunately, that’s far from what I experienced.  While Dr. Khan was lovely and profe",The secretary’s communication is poor,admin_records,inbound_access,treatment,workflow_solvable,booking_ops_layer,no ownership,3,3
The Lister Fertility Clinic,1,"I'm doing something I don't usually do, write a review without using the service. This clinic was one of the 3 clinics that my private health insurance authorised, so it was my preferred one, but they just don't answer the phone, it's …",they just don't answer the phone,inbound_access,,enquiry,bot_solvable,inbound_manager,unanswered phone calls,3,4
The Lister Fertility Clinic,1,"This clinic is actually awful. I went in for a general check-up. I have private insurance and provided my authorization code at the appointment, and they assured me all was fine. Since then, I’ve been receiving letters claiming I have an …",receiving letters claiming I have an,admin_records,financial_transparency,billing,workflow_solvable,financial_consent_flow,billing errors,3,4
The Lister Fertility Clinic,1,Extremely disappointed right at the beginning of my egg donation process. The treatment I received in this place is appalling. Went in for my blood tests and was treated very poorly by the phlebotomist. Very rude staff that make you feel like you are bothering them when asking questions or explanati,sent the wrong forms previous to my appointment,complaint_handling,admin_records,pre_visit,workflow_solvable,complaint_triage_monitor,blaming patient for errors,3,3
The Lister Fertility Clinic,1,"Limited information available online. When tried to schedule an appointment, after filling out a long form online, required to make a paypal payment before anyone contacted me or I could even understand when appointments are available or what the paypal charge is for?! Certainly seems to support the",required to make a paypal payment before anyone contacted me,pre_visit_information,financial_transparency,enquiry,bot_solvable,inbound_manager,unclear payment process,3,4
The Lister Fertility Clinic,2,"Questionable wait times at this clinic, especially given that women are paying thousands of pounds for a private treatment. 3 hours to see a nurse?? The whole industry seems to be completely unregulated and understaffed. On a more positive …",Questionable wait times at this clinic,appointment_management,treatment_coordination,consultation,workflow_solvable,booking_ops_layer,understaffed,3,3
The Evewell - West London,2,The staff were very friendly but unfortunately they didn’t deliver. We attended an initial screening appointment and a consultation. This was our first clinic we attended and the consultation didn’t address the main issue we had and didn’t …,didn’t address the main issue,treatment_coordination,,consultation,human_assisted,patient_pathway_coordinator,no issue resolution,3,3
The Evewell - West London,3,"Great clinicians and very pleased with the consultations I had. Sadly the patient support/ front office team let down the experience - had to chase for appointments, follow ups and to get my correct test results after submitting a data request for my medical records. I get the impression that if we’",chase for appointments,results_delivery,appointment_management,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive updates,3,3
London Women's Clinic - Harley Street,1,"I had a hugely disappointing experience at this clinic. I went in for a consultation and ultrasound in mid-January, where I was told I might have a suspected unicornuate uterus. I was reassured I could still proceed with egg freezing and …",told I might have a suspected unicornuate uterus,pre_visit_information,treatment_coordination,consultation,workflow_solvable,patient_pathway_coordinator,incomplete information,3,4
London Women's Clinic - Harley Street,1,Update:  I found the clinic through doing research and trusted them because of this and the fact that they are on Harley Street and you’d expect a better service from a clinic on “Harley street”  The biggest mistake I made was going to this clinic. On the initial consultation i told the nurse Georgi,only month I could do it,appointment_management,inbound_access,booking,workflow_solvable,booking_ops_layer,no scheduling flexibility,3,4
London Women's Clinic - Harley Street,1,"So far the communication from this place has been abysmal. Our coordinator Maria takes days to respond (if at all) and multiple chases are required to get an answer. Owing to her tardiness, we have likely missed the opportunity to start treatment this cycle meaning a whole month of delays. Further,",takes days to respond,inbound_access,appointment_management,enquiry,workflow_solvable,inbound_manager,no response SLA,3,5
London Women's Clinic - Harley Street,1,"Bad experience very expensive and dont bother to get back to you, you will constantly be chasing them. They do everything to get extra money instead of focusing on patient care. Cannot recommend I would suggest going with a smaller clinic for a more caring approach. We know see a lovely little clini",dont bother to get back to you,inbound_access,financial_transparency,enquiry,workflow_solvable,inbound_manager,no response SLA,3,5
London Women's Clinic - Harley Street,1,The initial process of getting the appointment and having the 1st appointment for myself and partner was fine staff was friendly everything was okay. Now on the day i was suppose get my consultation  i spoke to one of the doctors and i must …,on the day i was suppose get my consultation,appointment_management,,booking,workflow_solvable,booking_ops_layer,scheduling error,3,3
London Women's Clinic - Harley Street,1,I had one natural cycle of IUI at this clinic. The service here was awful: 1. Clinic does not open at weekends so if your cycle occurs then there is no chance to get pregnant! Oh sorry it opens till 12 on Saturday. still not ideal …,Clinic does not open at weekends,appointment_management,,booking,workflow_solvable,booking_ops_layer,limited clinic hours,3,3
London Women's Clinic - Harley Street,1,"The payment was so unclear. It was given by the nurse on a piece of paper and she kept adding and deleting costs so both of us got very confused. Although we paid £500 for the initial consultation/tests, I decided not to proceed with this …",The payment was so unclear,financial_transparency,,pre_visit,workflow_solvable,financial_consent_flow,unclear payment process,3,4
London Women's Clinic - Harley Street,1,Terrible customer service. Impossible to get in contact with. Called and emailed for 3 days after my wife's initial appointment but no response. Have booked elsewhere on Harley Street. Avoid. (Response to below comment: yes I am certain I have the correct clinic),Called and emailed for 3 days,inbound_access,,enquiry,bot_solvable,inbound_manager,no response SLA,3,5
London Women's Clinic - Harley Street,2,"Do not recommend.  I attended to begin egg freezing. When I wanted to start the treatment, I found …",wanted to start the treatment,appointment_management,,booking,workflow_solvable,booking_ops_layer,treatment start delay,3,4
London Women's Clinic - London Bridge,1,Avoid. I chose the clinic mainly based on location disregarding mixed reviews I came across while doing my research. DOB on the forms were incorrect and we were not able to update it ourselves. My husband asked reception to update DOB after his appointment. When I came for my appointment I was told,DOB on the forms were incorrect,admin_records,complaint_handling,booking,workflow_solvable,booking_ops_layer,data errors,3,3
London Women's Clinic - London Bridge,1,"Friendly enough but overall not a very professional establishment - everything always seems to be running late, they're not clear on what services they offer, etc.  Would suggest you look elsewhere.",everything always seems to be running late,appointment_management,pre_visit_information,booking,workflow_solvable,booking_ops_layer,no proactive update,3,4
Harley Street Fertility Clinic,1,"Poor communication.pricing most definitely inflated from website,process very complicated. We had all our test done,But decided to finish process off with ABC clinic.",pricing most definitely inflated from website,financial_transparency,pre_visit_information,pre_visit,workflow_solvable,financial_consent_flow,no pricing clarity,3,4
Harley Street Fertility Clinic,1,Avoid at all costs. Money hungry. Poor service.,Money hungry. Poor service.,financial_transparency,,billing,workflow_solvable,financial_consent_flow,no pricing transparency,3,4
Harley Street Fertility Clinic,1,Terrible communication,Terrible communication,inbound_access,,enquiry,bot_solvable,inbound_manager,no communication protocol,3,3
Harley Street Fertility Clinic,1,"We are very sorry to hear of your experience Jessica.  This is not the service we strive for and we wish to rectify your personal concerns. I understand that you have now spoken to Mustafa, our Operations and Quality Manager, and are … More",we wish to rectify your personal concerns,complaint_handling,,complaint,human_assisted,complaint_triage_monitor,no complaint resolution process,3,3
CRGH (The Centre for Reproductive and Genetic Health),1,"This review is of the finance department and not of the clinic itself, which we’ve had a generally good experience with - especially with Dr Cardenas, I can’t recommend her enough, and all the nursing, sonographers and other hands on staff, …",review is of the finance department,financial_transparency,,billing,workflow_solvable,financial_consent_flow,finance department issues,3,4
CRGH (The Centre for Reproductive and Genetic Health),1,"Rude…. I rang up as a new patient enquiry. I required a specific cost, I was told that no one in that department was currently available to answer that question at the moment. I asked if they could call me back with the cost. I was told no and asked to ring back in 20minutes. I politely said that I",no one in that department was currently available,inbound_access,financial_transparency,enquiry,bot_solvable,inbound_manager,no callback system,3,4
CRGH (The Centre for Reproductive and Genetic Health),1,"CAVEAT: I have not included my name as I wish for my treatment to be kept private - however I would be v happy for CRGH to leave a message should they wish to know my full name in order to prove that I was a genuine patient until recently, …",wish for my treatment to be kept private,complaint_handling,,complaint,human_assisted,complaint_triage_monitor,privacy concerns,3,3
CRGH (The Centre for Reproductive and Genetic Health),1,"Very expensive, not attentive, no one available to talk to.  We started to investigate with CRGH in Nov.2017. We had all the tests …",no one available to talk to,inbound_access,financial_transparency,enquiry,bot_solvable,inbound_manager,no response SLA,3,4
CRGH (The Centre for Reproductive and Genetic Health),1,EDIT TO ADD AS I'VE HAD A LOT OF MESSAGES ABOUT THIS REVIEW  Sadly CRGH never reached out to me again even after I emailed as …,never reached out to me,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,no follow-up,3,3
CRGH (The Centre for Reproductive and Genetic Health),1,I wish I would have chosen another place from start. There are too many issues and it becomes really frustrating to manage the hassle with clinic while you are also going through a sensitive time so I would really recommend to try somewhere …,receptionist was very rude,inbound_access,complaint_handling,enquiry,bot_solvable,inbound_manager,no response SLA,3,4
CRGH (The Centre for Reproductive and Genetic Health),1,As lovely as the staff are I am posting this to forewarn hopeful parents to be- please explore all possible avenues before embarking on breathtakingly expensive ivf. We were told we had a very …,please explore all possible avenues before embarking on breathtakingly expensive ivf.,pre_visit_information,,pre_visit,bot_solvable,financial_consent_flow,lack of cost transparency,3,4
CRGH (The Centre for Reproductive and Genetic Health),1,APALLING SERVICE AVOID!!  Had to fill the same forms in multiple times as they always lost them. …,Had to fill the same forms in multiple times as they always lost them.,admin_records,,booking,workflow_solvable,booking_ops_layer,lost records,3,3
CRGH (The Centre for Reproductive and Genetic Health),1,Do you get paid to play smooth radio and alllllllllllll the upbeat classics to anxious people who have paid expensive fertility treatment in your waiting room for appointments that are over 50 minutes late.,appointments that are over 50 minutes late.,appointment_management,,booking,workflow_solvable,booking_ops_layer,delayed appointments,3,3
CRGH (The Centre for Reproductive and Genetic Health),1,"I chose CRGH for IVF treatment because of the clinic’s reputation for personalised treatment plans and experience with complex fertility cases. Having already undergone 6 egg collections and 3 embryo transfers abroad without success, I was …",personalised treatment plans,pre_visit_information,,pre_visit,human_assisted,patient_pathway_coordinator,no proactive update,3,4
CRGH (The Centre for Reproductive and Genetic Health),1,Thank you for taking the time to leave your feedback. We would like to discuss your experience further and invite you to contact us on feedback@crgh.co.uk,invite you to contact us on feedback,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,no response SLA,3,3
CRGH (The Centre for Reproductive and Genetic Health),2,Double check the cost of everything and get it in writing if not provided automatically!! …,Double check the cost of everything,financial_transparency,,booking,bot_solvable,financial_consent_flow,no pricing transparency,3,5
CRGH (The Centre for Reproductive and Genetic Health),2,"I haven’t even started treatment yet, and I’m already seriously rethinking my choice. The clinic may have good medical reviews, but the communication and admin process have been extremely frustrating. …",communication and admin process have been extremely frustrating,inbound_access,,pre_enquiry,workflow_solvable,inbound_manager,no response SLA,3,5
CRGH (The Centre for Reproductive and Genetic Health),3,I am currently 8 day post transfer and today went to collect my prescription where the nurse had no idea about the quantity she should prescribe despite emailing and calling them yesterday to inform about the remaining medications which I …,nurse had no idea about the quantity,treatment_coordination,,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,3,4
CRGH (The Centre for Reproductive and Genetic Health),3,"I travelled a long way for the appointment (a simple blood test) and had to wait 40 minutes past my appointment time, no explanation or apology given. Hand hygiene was questionable. Disappointing.",had to wait 40 minutes past my appointment time,appointment_management,,consultation,workflow_solvable,booking_ops_layer,no proactive update,3,3
CRGH (The Centre for Reproductive and Genetic Health),3,"The doctors and nurses at this place are amazing, very knowledgeable and by all metrics, acheive great results in terms of supporting people with fertility and genetic issues. However, the administrative structure of CRGH leaves a lot to be desired. You never know who you are meant to talk to to get",You never know who you are meant to talk to,treatment_coordination,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no ownership,3,4
CRGH (The Centre for Reproductive and Genetic Health),3,The doctors and nurses really care about their patients and will go above and beyond for you.  The finance team on the other hand are extremely aggressive and have no qualms whatsoever with issuing invoices at the eleventh hour and then …,issuing invoices at the eleventh hour,financial_transparency,,billing,workflow_solvable,financial_consent_flow,no pricing transparency,3,4
Fertility Plus,1,"Extremely poor customer service, Paid all bills on time instead of a proper due diligence they sent my account to debt collection agencies. I had to provide the payment confirmation which was made 6 months before they sent my account to debt collection. I would not recommend to use their service and",sent my account to debt collection,financial_transparency,admin_records,billing,workflow_solvable,financial_consent_flow,no payment reconciliation,3,4
Fertility Plus,1,"Went to start fertility treatment and even though asking how I could prepare, I was not recommended to go off my birth control. I paid 400£ and then had to go off birth control for 3 months and then come back again.",not recommended to go off my birth control,pre_visit_information,,pre_visit,bot_solvable,patient_pathway_coordinator,no preparation guidance,3,3
Fertility Plus,1,"well, I am just calling them to start IVF treatment. Nobody answers their phone. It must be a joke. off to a very good start, eh?  At this day and age, an establishment that doesn't answer their public phone has no sympathy from me. sorry.",Nobody answers their phone,inbound_access,,enquiry,bot_solvable,inbound_manager,no response SLA,3,4
Fertility Plus,1,"We are sorry to learn of the rating you gave the clinic.  We don't recognise your name perhaps you intended to leave this rating for another clinic?  We take great pride in our patient experience, especially as fertility treatment is often … More",We don't recognise your name,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,stonewalling,3,4
Fertility Plus,2,"To be clear this review reflects my experience of trying to book, not the service. I have given up trying to book here because it feels like trying to gain access to a private club. Unfriendly service on the phone and over email, made to feel like I should be grateful that I am able to book with the",Unfriendly service on the phone,inbound_access,appointment_management,booking,workflow_solvable,booking_ops_layer,unfriendly service,3,4
King's Fertility,1,"I regret having to express my dissatisfaction with Kings Fertility. As a private patient, the client-facing and communication aspects of their service are notably very poor.  Despite assurances from the assessing Dr that a follow-up appointment would take 1-2 weeks at most - this was forgotten about",forgotten about and never offered,appointment_management,treatment_coordination,treatment,workflow_solvable,patient_pathway_coordinator,forgotten follow-up,3,4
King's Fertility,1,DO NOT GO TO THIS CLINIC ITS A SCAM!!!  I have booked an appointment through NHS and I have waiting for 4 months for …,I have waiting for 4 months for,appointment_management,inbound_access,booking,bot_solvable,booking_ops_layer,no confirmation,3,3
King's Fertility,1,"I was recommended to this clinic from a friend but I have been disappointed from the beginning. I initially contact them for fertility testing with a view to egg freezing and was excited that they could fit me in, were less expensive than other clinics, and were local to me. Unfortunately after I bo",received no confirmation email,appointment_management,inbound_access,booking,bot_solvable,booking_ops_layer,no confirmation,3,3
Aria Fertility,1,i had bad experience bad service i wouldn't recommend this fertility place. they can not keep track of client's payments. doctors were very negative.,they can not keep track of client's payments,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,payment tracking failure,3,5
Aria Fertility,2,"After completing an egg freezing cycle with Aria, I wanted to share my experience. Initially, I chose Aria due to its impressive presentation and welcoming atmosphere. My first interactions with several staff members were pleasant, setting …",sending my husband’s results via email,treatment_coordination,post_treatment_followup,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,3,4
Aria Fertility,2,We went to Aria clinic for a fertility MOT after struggling to conceive. The location and team were super easy and lovely. However first red flag was sending my husband’s results via email a week before a consultation without any context - …,sending my husband’s results via email,results_delivery,pre_visit_information,pre_visit,workflow_solvable,patient_pathway_coordinator,no context provided,3,3
Aria Fertility,3,Good Clinical Care but Very Poor Communication  We’re very grateful to Aria Fertility for helping us successfully freeze …,Very Poor Communication,complaint_handling,post_treatment_followup,post_treatment,workflow_solvable,complaint_triage_monitor,no follow-up,3,4
Queen's Clinic,1,"I went with my mum who’s suffering from menopause at the moment. At our first visit everything was great we felt welcome and listened to. However, on our second time being there we were dealt with complete rudeness and paid consultation fee …",zero support for insurance claim,post_treatment_followup,financial_transparency,post_treatment,workflow_solvable,financial_consent_flow,no support,3,4
Queen's Clinic,1,"I have been suffering from pelvic pain for a long time. So, instead of waiting for NHS appointment I had decided to visit this clinic. …",still didn't recieve my invoice,financial_transparency,admin_records,billing,workflow_solvable,financial_consent_flow,invoice delay,3,4
Queen's Clinic,1,It's so expensive. It cost me almost 500£ for 1 examination. They just want to take your money,It's so expensive. It cost me almost 500£ for 1 examination,financial_transparency,,billing,workflow_solvable,financial_consent_flow,hidden add-ons,3,5
CRGH City,1,Update: Why are you ignoring my messages CRGH? I have asked you to action something vis your IG account several times yet you choose to ignore once the balance has been …,Why are you ignoring my messages CRGH?,inbound_access,complaint_handling,complaint,workflow_solvable,inbound_manager,no response SLA,3,4
CRGH City,1,We were having treatment under Gennet who were good and very reasonably priced. We then had to wait a while for genetic testing to come back from NHS. By the time we got back into contact with Gennet they had been taken over by CRGH. …,wait a while for genetic testing,appointment_management,,treatment,workflow_solvable,patient_pathway_coordinator,delayed genetic testing,3,3
CRGH City,1,"Rude staff!!! Annual fees for my egg freezing storage were deducted twice. When called in, they were unhelpful and instead of helping with a refund, hung up the phone on me!",Annual fees deducted twice,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,no refund process,3,4
CRGH City,1,"No one ever picks calls, however when you visit,there is a receptionist all the time at reception desk. Every time you go there just pay, never know where it will end up?",No one ever picks calls,inbound_access,financial_transparency,enquiry,workflow_solvable,inbound_manager,no response SLA,3,4
CRGH City,2,"Whilst the doctors and nurses are very knowledgeable, helpful and kind this clinic is obviously understaffed which means getting appointments when you need them is difficult and adds a lot of stress. They rarely answer the phone, rarely reply to emails - overall very poor customer service.",rarely answer the phone,inbound_access,appointment_management,enquiry,workflow_solvable,inbound_manager,understaffed,3,4
Bridge Clinic London,1,"Wouldn’t waste your time. We have tried and failed to arrange an initial consultation with this ‘clinic’. They had confirmed four appointments by email, and failed to call on both occasions, despite having mine and my partners number. Tried …",failed to call on both occasions,appointment_management,inbound_access,booking,workflow_solvable,booking_ops_layer,no confirmation process,3,4
Bridge Clinic London,1,"Absolutely dying at all these fake reviews as this useless clinic tries to rebrand. Came back here as, even two years on from making the huge mistake to use this clinic, we are still having to chase paperwork due to their complete …",still having to chase paperwork,admin_records,complaint_handling,post_treatment,workflow_solvable,patient_pathway_coordinator,lost records,3,3
Acorn Fertility,1,"I have been sending them emails to get my record of treatments and test results.  There is poor response, quite neglecting behaviour. They have mismanaged in term of medicines they get from India and sell in British price. I have been given …","poor response, neglecting behaviour",admin_records,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,lost records,3,3
Grosvenor Gardens Healthcare - Belgravia,1,"I booked in for a scan over the phone and agreed to £195 for the appointment. 2 days before, I received a call to say they couldn’t do the scan because I was booked in with a consultant who scans under 12 weeks and I’m further along. That …",I booked in for a scan over the phone,appointment_management,pre_visit_information,booking,workflow_solvable,booking_ops_layer,incorrect booking type,3,4
Create Fertility,1,"My partner and I have been patients at the Wimbledon CREATE Fertility clinic, and after much consideration, we decided to cancel our 3-cycle package ,  for several serious reasons. …",we decided to cancel our 3-cycle package,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,lack of cancellation clarity,3,4
108 Harley Street,1,Spent a lot of time competing forms prior to my appointment and yet the Dr had obviously not read them seemed to have no knowledge of my case. The consultation was very short and frankly money for old rope. I have yet to receive my results.,The Dr had obviously not read them,results_delivery,admin_records,post_treatment,workflow_solvable,patient_pathway_coordinator,lack of preparation,3,3
108 Harley Street,1,"I had a mammogram and they toke more than 2 days (time agreed)  to send me the results. I had to chase them, otherwise no results. When I finally got it, there was no image for my mammograms - image where I could save and compare for future …",took more than 2 days to send me the results,results_delivery,admin_records,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,3,3
108 Harley Street,1,I chose the option of a chaperone in the paper that I was asked to fill and there was not one during the consultation.,there was not one during the consultation,treatment_coordination,admin_records,consultation,workflow_solvable,patient_pathway_coordinator,no chaperone provided,3,3
108 Harley Street,2,"I attended today under the impression that I was have a procedure, only to learn it was a 10 minute consultation (identical to the one I had before)  and I would have to return again in two weeks for the procedure. It meant a waste of a …",under the impression that I was have a procedure,appointment_management,pre_visit_information,booking,workflow_solvable,booking_ops_layer,miscommunication about appointment type,3,3
Grosvenor Gardens Healthcare,1,After our first visit we really rated Grosvenor Gardens. From there we decided we would like to pay for a NIPT exam. On the brochure it states that these exams can be done at the earliest 9 weeks but it is recommended to do them a bit later …,brochure it states that these exams can be done at the earliest 9 weeks,pre_visit_information,financial_transparency,enquiry,bot_solvable,financial_consent_flow,misleading brochure information,3,3
London Medical,1,"As my review of this place was no longer available to the public (may have been removed 🤔), I am writing a new one. I wonder if the London Medical could explain why my review wasn’t available to the public anymore. I’m just curious. That’s …",my review wasn’t available to the public,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,no response SLA,3,3
London Medical,1,** UPDATE ** So David asked me to email him. I have and so has my partner. Seems like nothing is being done honestly and the response to bad reviews is just so they can show …,nothing is being done honestly,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,no proactive update,3,3
London Medical,1,"They take 300£ to seat on chair to listen the doctor about the diabetic type 1 he explains to us , I was expecting from Professor Greene to check my pomp and he doesn’t, to show us how is works and everything,,, I was asking a simple latter …",take 300£ to seat on chair,financial_transparency,,consultation,workflow_solvable,financial_consent_flow,unclear service value,3,3
London Medical,1,Last minute cancellation of travel vaccination booking. Very unimpressed!,last minute cancellation of travel vaccination,appointment_management,,booking,workflow_solvable,booking_ops_layer,no proactive update,3,4
London Medical,1,"I initially had a very positive experience with Dr Ralph Abraham at London Medical. Communication was quick, and we were able to secure an appointment promptly, which was reassuring given the urgency of our situation. The consultation fee …",communication was quick,appointment_management,,booking,workflow_solvable,booking_ops_layer,no proactive update,3,4
Balance My Hormones,1,They have way too many customers for them to handle. Loads of errors all the time with invoices and medication subscriptions. Medical case manager is near impossible to get hold of via email. On average takes 3-4 days get an answer from …,Loads of errors all the time with invoices,admin_records,inbound_access,treatment,workflow_solvable,booking_ops_layer,overloaded staff,3,4
Balance My Hormones,1,"EDITED 06/10/2024:  If you're going to edit your rude reply out to try and save face, then I'll edit …",edit your rude reply out,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,rude response,3,3
Balance My Hormones,1,"At first all seemed so well, I have been dealing Amanda mainly, very nice and supportive, but has not answered my emails in over a week. I recently orederd a blood kit, it took over a week to arrive, it only arived …",not answered my emails in over a week,inbound_access,appointment_management,enquiry,bot_solvable,inbound_manager,no response SLA,3,3
Ten Harley Street,1,"Consultant Clinic - Based at 8-10 Harley Street.  Have to agree with all the other reviewers of Consultant Clinic. I've been to CC twice now, once for 2ml of jaw filler which was extortionately overpriced at £800. I then went back to get lip filler from Dr Melissa. I have full lips already so was lo",extortionately overpriced at £800,financial_transparency,not_automatable,treatment,human_assisted,financial_consent_flow,overpriced services,3,4
Ten Harley Street,1,The wait is ridiculous. I have been there a few times with different doctor's appointments throughout the years. Minimum waiting time is one or even two hours. Its completely waste of time and I would be avoiding clinics in this place in the future.,Minimum waiting time is one or even two hours,appointment_management,,booking,workflow_solvable,booking_ops_layer,no wait time management,3,3
Ten Harley Street,1,"Got there for my appointment, waited over an hour to be told I could still have to wait another hour. Didn't even get an apology from the consultant",waited over an hour to be told,appointment_management,,booking,workflow_solvable,booking_ops_layer,no wait time communication,3,3
The Medical Chambers Kensington,1,"The short version: brilliant, kind and thorough consultant (Dr George); terrible reception/admin service. …",terrible reception/admin service,admin_records,,booking,workflow_solvable,booking_ops_layer,no ownership,3,4
The Medical Chambers Kensington,1,"I am very disappointed with the service, I was told that I could bring my blood test results and scans And diagnosis from my Nhs gp to my consultation here and would be advised on a treatment plan. Instead you want me to repeat the same blood tests And scans I’ve done to take more money from me!",repeat the same blood tests,financial_transparency,,pre_visit,workflow_solvable,financial_consent_flow,unnecessary repeat tests,3,4
The Medical Chambers Kensington,1,Had an appointment cancelled and was not informed until the moment I arrived,not informed until the moment I arrived,appointment_management,,booking,bot_solvable,booking_ops_layer,no confirmation,3,4
The Medical Chambers Kensington,1,"First of all, I highly doubt their positive reviews. They're not transparent about their test prices; it's the worst medical center. I consulted the handocrinologist for my son regarding his thyroid, Kevin Shottliff. He ordered blood tests, …",not transparent about their test prices,financial_transparency,,pre_visit,workflow_solvable,financial_consent_flow,hidden add-ons,3,4
The Medical Chambers Kensington,2,I have been registered with this practice for about a year and have never had an on time appointment. On four previous occasions I've had to wait between 20 and 45 minutes to be seen. Pretty shoddy for a private medical practice. The doctors are good but the time keeping is just horrendous.,never had an on time appointment,appointment_management,,booking,workflow_solvable,booking_ops_layer,no ownership,3,3
The Medical Chambers Kensington,3,Nothing to say about the doctor that I saw today. She was excellent. But I'm angry about the bad staff at the reception (which ruined at the end my visit) Where i was literally accused of wanting fraud because I just asked to separates the …,accused of wanting fraud,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,stonewalled,3,3
The Medical Chambers Kensington,3,I would give 0 stars to the reception staff if I could. We were held at the reception for too long with a crying toddler on our hands. They couldn't believe we hadn't received a confirmation letter and a registration form by email though I had called them two days in a row and they couldn't fix that,hadn't received a confirmation letter,appointment_management,inbound_access,booking,workflow_solvable,booking_ops_layer,no confirmation,3,3
Kensington International Clinic - La Maison Medicale,1,"I booked on line (and paid 300£) for a home visit by Dr Yu Zhen Lau on Dec 27th. The doctor called 10 minutes before the visit just to say it would take too much time to come (given the rain...) and cancelled the appointment, blaming the management of the clinic who apparently had not informed her o",doctor called 10 minutes before the visit to cancel,appointment_management,financial_transparency,booking,workflow_solvable,booking_ops_layer,booking system failure,3,4
Kensington International Clinic - La Maison Medicale,1,"I will not use this service moving forward. I cannot believe how unprofessional and disgusting the man who answered the phone was. this has no put me off from wanting to come here in the future. he claimed when I asked for his name he is called ""jack"" awful behaviour for a person who is supposed to",unprofessional and disgusting the man who answered the phone,inbound_access,complaint_handling,enquiry,human_assisted,inbound_manager,poor customer service training,3,5
Kensington International Clinic - La Maison Medicale,1,"TO AVOID ABSOLUTELY. No follow-up with tests, front deck messy, prices too high. We are very displeased with the services.",No follow-up with tests,results_delivery,post_treatment_followup,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update system,3,4
Kensington International Clinic - La Maison Medicale,1,"Having an expensive service is fine, but only if the necessary effort is made to ensure the patient is satisfied with their care. I still haven't heard anything about my test results after more than two weeks and several calls to the …",still haven't heard anything about my test results,results_delivery,,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update system,3,4
Kensington International Clinic - La Maison Medicale,1,"As we have no record of you in our system and looking at the same kind of reviews published all at the same time, we consider this review to be defamatory and we will take the appropriate legal steps if you don't remove it.",As we have no record of you,complaint_handling,,complaint,human_assisted,complaint_triage_monitor,defensive non-response,3,4
Kensington International Clinic - La Maison Medicale,1,"As we have no record of you in our system and looking at the same kind of reviews published all at the same time, we consider this review to be defamatory and we will take the appropriate legal steps if you don't remove it.",As we have no record of you,complaint_handling,,complaint,human_assisted,complaint_triage_monitor,defensive non-response,3,4
Kensington International Clinic - La Maison Medicale,1,"As we have no record of you in our system and looking at the same kind of reviews published all at the same time, we consider this review to be defamatory and we will take the appropriate legal steps if you don't remove it.",As we have no record of you,complaint_handling,,complaint,human_assisted,complaint_triage_monitor,defensive non-response,3,4
Hormone Health,1,"I scheduled an ultrasound for my injury and was advised during the initial scan to set up another appointment with a different doctor on Sunday for further guidance on treating my injury. A day before the Sunday appointment, I received a …",received a call a day before,appointment_management,,booking,workflow_solvable,booking_ops_layer,last-minute changes,3,3
Hormone Health,1,"Tried to book online, but the website has issues with its booking system. The drop-down list shows 3–4 practitioners, yet no photos, credentials, or experience details. I had to search for them on Google instead. …","no photos, credentials, or experience details",pre_visit_information,,enquiry,bot_solvable,inbound_manager,lack of practitioner details,3,3
Hormone Health,2,"The organisation of this clinic is very poor. The appointments start late, it is impossible to get the results quickly (which they do promise) and you have to follow up with them so they send them. The quality of services is also poor and …",impossible to get results quickly,results_delivery,appointment_management,post_treatment,workflow_solvable,patient_pathway_coordinator,delayed results,3,3
